run_id,date,ymd,scenario,label,wr_pct,pnl,tp,sl,used,band_min,band_max,min_rvol_open,news_only,news_first,enforce_band,top,news_min_score,file,mtime
1760037551,2025-08-05,20250805,B,B_sizingON_Aug05_07_A14_cap50,100.0,39.1,1,0,1,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1760037551.json,1760037552.0
1760377653,2025-08-05,20250805,B,B_sizingON_Aug05_07_A14_cap50_rvol26,100.0,27.93,1,0,1,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1760377653.json,1760377654.0
1760037744,2025-08-05,20250805,B,B_sizingON_Aug05_07_A14_cap50_throttle,100.0,39.1,1,0,1,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1760037744.json,1760037746.0
1760037367,2025-08-05,20250805,B,B_sizingON_Aug05_07_cap50,100.0,39.9,1,0,1,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1760037367.json,1760037368.0
1760036741,2025-08-05,20250805,B,B_sizingON_Aug05_07_v2,100.0,27.93,1,0,1,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1760036741.json,1760036742.0
1760036971,2025-08-05,20250805,B,B_sizingON_Aug05_07_v3,100.0,50.27,1,0,1,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1760036971.json,1760036972.0
1759864454,2025-08-05,20250805,B,B_top2_score3_g20_rvol22_authFix,100.0,15.96,1,0,1,10.0,40.0,2.2,True,True,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759864454.json,1759864456.0
1759948009,2025-08-05,20250805,B,B_top2_score3_g20_rvol24_authFix,100.0,15.96,1,0,1,10.0,40.0,2.4,True,True,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759948009.json,1759948010.0
1759590662,2025-08-05,20250805,B,B_top3_rvol20_g15,100.0,28.51,3,0,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759590662.json,1759590664.0
1759078302,2025-08-05,20250805,B,B_top3_rvol20_g15_green3_macd2,100.0,28.51,3,0,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759078302.json,1759584146.0
1759771953,2025-08-05,20250805,B,B_top3_rvol2_g15,100.0,28.51,3,0,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759771953.json,1759771956.0
1759774207,2025-08-05,20250805,B,B_top3_rvol2_g15_cmdwire,100.0,28.51,3,0,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759774207.json,1759774208.0
1759775906,2025-08-05,20250805,B,B_top3_rvol2_g15_rangecheck,100.0,28.51,3,0,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759775906.json,1759775908.0
1759790381,2025-08-05,20250805,B,B_top3_rvol2_g15_step3test,100.0,28.51,3,0,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759790381.json,1759790382.0
1759857447,2025-08-05,20250805,B,B_top3_score3_g15_rvol2,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759857447.json,1759857448.0
1759863911,2025-08-05,20250805,B,B_top3_score3_g15_rvol2_authFix,100.0,15.74,1,0,1,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759863911.json,1759863912.0
1759858101,2025-08-05,20250805,B,B_top3_score3_g15_rvol2_boost36h,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759858101.json,1759858102.0
1759858652,2025-08-05,20250805,B,B_top3_score3_g15_rvol2_boost36h_pct,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759858652.json,1759858654.0
1759859718,2025-08-05,20250805,B,B_top3_score3_g15_rvol2_boost36h_pct3,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759859718.json,1759859720.0
1759861991,2025-08-05,20250805,B,B_top3_score3_g15_rvol2_boostFixed,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1759861991.json,1759861994.0
1760652735,2025-08-05,20250805,B,B_top3_score3_rvol2_g15,100.0,27.82,1,0,1,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1760652735.json,1760652736.0
1761682957,2025-08-05,20250805,B,B_v0475_baseline,66.67,20.79,2,1,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1761682957.json,1761682957.8780544
1761673028,2025-08-05,20250805,B,B_v0475_newsTop3_rvol2_score2,66.67,20.79,2,1,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1761673028.json,1761673028.5220096
1760553149,2025-08-05,20250805,B,CFG_POISON_MINPRICE_1000,100.0,27.78,1,0,1,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1760553149.json,1760553150.0
1760555516,2025-08-05,20250805,B,VWAP_OFF,100.0,27.78,1,0,1,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1760555516.json,1760555518.0
1760554752,2025-08-05,20250805,B,VWAP_REQUIRED,100.0,27.78,1,0,1,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250805\_comparisons\comparison_1760554752.json,1760554754.0
1760549897,2025-08-06,20250806,B,B_OFF_rise10_smoketest,0.0,0.0,0,0,0,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760549897.json,1760549898.0
1760466284,2025-08-06,20250806,B,B_OFF_top2_rvol26_g15,100.0,39.19,1,0,1,10.0,40.0,2.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760466284.json,1760466286.0
1760468395,2025-08-06,20250806,B,B_OFF_top3_rvol20_g15,100.0,55.97,2,0,2,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760468395.json,1760468396.0
1760550128,2025-08-06,20250806,B,B_ON_rise10_smoketest,0.0,0.0,0,0,0,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760550128.json,1760550130.0
1761244188,2025-08-06,20250806,B,B_ON_score2_top3_rvol20_g15,33.33,-41.78,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1761244188.json,1761244188.5887601
1760465879,2025-08-06,20250806,B,B_ON_score3_top2_rvol26_g15,0.0,-97.77,0,2,2,10.0,40.0,2.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760465879.json,1760465880.0
1760464347,2025-08-06,20250806,B,B_catalystOFF_top3_rvol24_g15,100.0,55.97,2,0,2,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760464347.json,1760464348.0
1760464127,2025-08-06,20250806,B,B_catalystON_score3_top3_rvol24_g15,33.33,-41.99,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760464127.json,1760464128.0
1760385225,2025-08-06,20250806,B,B_macd10_choke,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760385225.json,1760385226.0
1760385552,2025-08-06,20250806,B,B_macd2,33.33,-41.99,1,2,3,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760385552.json,1760385554.0
1760390376,2025-08-06,20250806,B,B_macd2_default_Aug,33.33,-41.99,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760390376.json,1760390378.0
1760385698,2025-08-06,20250806,B,B_macd3,33.33,-42.14,1,2,3,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760385698.json,1760385700.0
1759586213,2025-08-06,20250806,B,B_primary_top4_rvol18_g15,0.0,-81.37,0,3,3,10.0,40.0,1.8,True,True,True,4,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759586213.json,1759586214.0
1760390965,2025-08-06,20250806,B,B_profit_tune1,33.33,-41.99,1,2,3,8.0,45.0,5.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760390965.json,1760390968.0
1760380285,2025-08-06,20250806,B,B_rise3,33.33,-41.99,1,2,3,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760380285.json,1760380286.0
1760033187,2025-08-06,20250806,B,B_sizingOFF_Aug05_07,50.0,28.61,1,1,2,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760033187.json,1760033188.0
1760035449,2025-08-06,20250806,B,B_sizingON_Aug05_07,50.0,-5.18,1,1,2,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760035449.json,1760035450.0
1760037560,2025-08-06,20250806,B,B_sizingON_Aug05_07_A14_cap50,50.0,-9.78,1,1,2,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760037560.json,1760037562.0
1760377662,2025-08-06,20250806,B,B_sizingON_Aug05_07_A14_cap50_rvol26,50.0,-7.23,1,1,2,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760377662.json,1760377664.0
1760037752,2025-08-06,20250806,B,B_sizingON_Aug05_07_A14_cap50_throttle,50.0,-29.56,1,1,2,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760037752.json,1760037754.0
1760037377,2025-08-06,20250806,B,B_sizingON_Aug05_07_cap50,50.0,-9.97,1,1,2,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760037377.json,1760037378.0
1760036750,2025-08-06,20250806,B,B_sizingON_Aug05_07_v2,50.0,-7.23,1,1,2,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760036750.json,1760036752.0
1760036980,2025-08-06,20250806,B,B_sizingON_Aug05_07_v3,50.0,-12.71,1,1,2,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760036980.json,1760036982.0
1759864463,2025-08-06,20250806,B,B_top2_score3_g20_rvol22_authFix,50.0,11.16,1,1,2,10.0,40.0,2.2,True,True,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759864463.json,1759864464.0
1759948018,2025-08-06,20250806,B,B_top2_score3_g20_rvol24_authFix,50.0,11.16,1,1,2,10.0,40.0,2.4,True,True,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759948018.json,1759948020.0
1759590683,2025-08-06,20250806,B,B_top3_rvol20_g15,0.0,-81.37,0,3,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759590683.json,1759590684.0
1759078345,2025-08-06,20250806,B,B_top3_rvol20_g15_green3_macd2,0.0,-81.37,0,3,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759078345.json,1759584146.0
1759775924,2025-08-06,20250806,B,B_top3_rvol2_g15_rangecheck,33.33,-59.29,1,2,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759775924.json,1759775926.0
1759790396,2025-08-06,20250806,B,B_top3_rvol2_g15_step3test,33.33,-59.29,1,2,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759790396.json,1759790398.0
1759857462,2025-08-06,20250806,B,B_top3_score3_g15_rvol2,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759857462.json,1759857464.0
1759863920,2025-08-06,20250806,B,B_top3_score3_g15_rvol2_authFix,0.0,-98.24,0,3,3,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759863920.json,1759863922.0
1759858117,2025-08-06,20250806,B,B_top3_score3_g15_rvol2_boost36h,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759858117.json,1759858118.0
1759858667,2025-08-06,20250806,B,B_top3_score3_g15_rvol2_boost36h_pct,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759858667.json,1759858668.0
1759859734,2025-08-06,20250806,B,B_top3_score3_g15_rvol2_boost36h_pct3,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759859734.json,1759859736.0
1759862000,2025-08-06,20250806,B,B_top3_score3_g15_rvol2_boostFixed,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1759862000.json,1759862002.0
1760652743,2025-08-06,20250806,B,B_top3_score3_rvol2_g15,33.33,-41.99,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760652743.json,1760652744.0
1761682966,2025-08-06,20250806,B,B_v0475_baseline,33.33,-41.78,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1761682966.json,1761682966.3363428
1761673037,2025-08-06,20250806,B,B_v0475_newsTop3_rvol2_score2,33.33,-41.78,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1761673037.json,1761673037.4215007
1760553158,2025-08-06,20250806,B,CFG_POISON_MINPRICE_1000,33.33,-41.99,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760553158.json,1760553160.0
1760555525,2025-08-06,20250806,B,VWAP_OFF,33.33,-41.99,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760555525.json,1760555526.0
1760554760,2025-08-06,20250806,B,VWAP_REQUIRED,33.33,-41.99,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250806\_comparisons\comparison_1760554760.json,1760554762.0
1760549908,2025-08-07,20250807,B,B_OFF_rise10_smoketest,0.0,0.0,0,0,0,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760549908.json,1760549910.0
1760466295,2025-08-07,20250807,B,B_OFF_top2_rvol26_g15,0.0,0.0,0,0,0,10.0,40.0,2.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760466295.json,1760466296.0
1760468408,2025-08-07,20250807,B,B_OFF_top3_rvol20_g15,0.0,0.0,0,0,0,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760468408.json,1760468410.0
1760550139,2025-08-07,20250807,B,B_ON_rise10_smoketest,0.0,0.0,0,0,0,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760550139.json,1760550140.0
1761244199,2025-08-07,20250807,B,B_ON_score2_top3_rvol20_g15,33.33,-42.01,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1761244199.json,1761244199.1638048
1760465890,2025-08-07,20250807,B,B_ON_score3_top2_rvol26_g15,0.0,-97.95,0,2,2,10.0,40.0,2.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760465890.json,1760465892.0
1760464361,2025-08-07,20250807,B,B_catalystOFF_top3_rvol24_g15,0.0,0.0,0,0,0,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760464361.json,1760464362.0
1760464138,2025-08-07,20250807,B,B_catalystON_score3_top3_rvol24_g15,33.33,-41.72,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760464138.json,1760464140.0
1760385238,2025-08-07,20250807,B,B_macd10_choke,0.0,0.0,0,0,0,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760385238.json,1760385240.0
1760385564,2025-08-07,20250807,B,B_macd2,66.67,21.19,2,1,3,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760385564.json,1760385566.0
1760390386,2025-08-07,20250807,B,B_macd2_default_Aug,33.33,-41.72,1,2,3,10.0,40.0,3.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760390386.json,1760390388.0
1760385708,2025-08-07,20250807,B,B_macd3,33.33,-41.66,1,2,3,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760385708.json,1760385710.0
1759073360,2025-08-07,20250807,B,B_primary_top2_rvol20_g15,50.0,-14.65,1,1,2,10.0,40.0,2.0,True,True,True,2,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1759073360.json,1759584146.0
1759072204,2025-08-07,20250807,B,B_primary_top3_rvol18_g15,66.67,-1.4,2,1,3,10.0,40.0,1.8,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1759072204.json,1759584146.0
1759072590,2025-08-07,20250807,B,B_primary_top3_rvol20_g15,66.67,-1.4,2,1,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1759072590.json,1759584146.0
1759073704,2025-08-07,20250807,B,B_primary_top3_rvol20_g15_macd2,66.67,-1.4,2,1,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1759073704.json,1759584146.0
1759074735,2025-08-07,20250807,B,B_primary_top3_rvol20_g15_macd6,66.67,-1.4,2,1,3,10.0,40.0,2.0,True,True,True,3,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1759074735.json,1759584146.0
1759586236,2025-08-07,20250807,B,B_primary_top4_rvol18_g15,100.0,41.03,4,0,4,10.0,40.0,1.8,True,True,True,4,2.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1759586236.json,1759586238.0
1760390976,2025-08-07,20250807,B,B_profit_tune1,40.0,-48.56,2,3,5,8.0,45.0,5.0,,,,,,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760390976.json,1760390978.0
1760380296,2025-08-07,20250807,B,B_rise3,66.67,21.2,2,1,3,10.0,40.0,2.0,True,True,True,3,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760380296.json,1760380298.0
1760033199,2025-08-07,20250807,B,B_sizingOFF_Aug05_07,50.0,-14.65,1,1,2,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760033199.json,1760033200.0
1760035460,2025-08-07,20250807,B,B_sizingON_Aug05_07,50.0,-4.86,1,1,2,10.0,40.0,2.4,True,,True,2,3.0,C:\Users\boydp\Desktop\midas_V2_v047_working\out\20250807\_comparisons\comparison_1760035460.json,1760035462.0
