symbol,title,score,base,boost_flags,source,published_utc
BSLK,"Bolt Projects Sales Jump 2,200 Percent",2,2,,polygon,2025-08-13T03:25:54Z
WBTN,Webtoon Reports 8 Percent Revenue Gain,2,2,,polygon,2025-08-13T02:29:42Z
XFOR,X4 Pharmaceuticals Announces $60 Million Equity Financing with Concurrent Changes in Management and Board Leadership,0,0,,polygon,2025-08-12T11:00:00Z
HBM,Hudbay Announces $600 Million Strategic Investment from Mitsubishi Corporation for 30% Joint Venture Interest in Copper World,0,0,,polygon,2025-08-13T10:00:00Z
SWAG,Stran & Company Achieves 95.2% Increase in Sales to Approximately $32.6 Million for the Second Quarter of 2025,3,2,posverb_pct>=20.0,polygon,2025-08-12T20:30:00Z
VG,Why Venture Global Rallied Today,0,0,,polygon,2025-08-13T20:24:18Z
BBAI.WS,BigBear.ai Post-Earnings Rebound Highlights Hidden Strength Beneath Headlines,2,2,,polygon,2025-08-13T19:33:00Z
