time,open,high,low,close,volume
09:41,1.6082,1.655,1.59,1.5991,500
09:42,1.6,1.6,1.5908,1.5908,2000
09:43,1.6,1.6,1.6,1.6,1000
10:00,1.6,1.6,1.6,1.6,1213
10:04,1.6,1.6,1.6,1.6,465
10:40,1.58,1.58,1.58,1.58,300
11:10,1.58,1.58,1.58,1.58,2000
12:43,1.59,1.59,1.5899,1.5899,1000
13:24,1.5701,1.5701,1.5701,1.5701,1250
13:36,1.57,1.57,1.57,1.57,241
14:47,1.57,1.57,1.57,1.57,200
15:06,1.57,1.57,1.57,1.57,201
15:10,1.58,1.58,1.58,1.58,100
15:14,1.58,1.58,1.58,1.58,100
15:19,1.58,1.58,1.58,1.58,100
15:20,1.58,1.58,1.58,1.58,100
15:23,1.58,1.58,1.58,1.58,200
15:28,1.59,1.59,1.59,1.59,100
15:30,1.59,1.59,1.59,1.59,155
15:47,1.59,1.59,1.58,1.58,200
10:10,1.6108,1.6108,1.6108,1.6108,100
10:27,1.6101,1.6101,1.61,1.61,945
10:44,1.6135,1.6135,1.6135,1.6135,1233
11:13,1.63,1.63,1.63,1.63,101
11:24,1.61,1.61,1.55,1.55,16573
11:26,1.55,1.555,1.55,1.555,571
11:27,1.555,1.555,1.555,1.555,1604
11:28,1.555,1.5588,1.545,1.5588,1314
11:29,1.545,1.545,1.545,1.545,2256
11:30,1.545,1.56,1.545,1.55,6488
11:31,1.55,1.55,1.55,1.55,2071
11:32,1.55,1.55,1.55,1.55,200
11:33,1.545,1.545,1.545,1.545,1082
11:57,1.535,1.535,1.535,1.535,561
12:10,1.535,1.535,1.535,1.535,734
12:12,1.535,1.535,1.535,1.535,837
12:39,1.535,1.535,1.535,1.535,1000
12:40,1.5303,1.5303,1.5303,1.5303,350
12:42,1.53,1.53,1.53,1.53,972
12:45,1.52,1.52,1.52,1.52,388
13:05,1.52,1.52,1.52,1.52,1000
13:45,1.52,1.5295,1.52,1.5295,400
13:47,1.52,1.52,1.52,1.52,1863
13:59,1.51,1.51,1.51,1.51,620
14:02,1.52,1.52,1.515,1.515,1258
14:18,1.5101,1.5102,1.5101,1.5102,500
14:28,1.5197,1.5197,1.5197,1.5197,100
14:29,1.515,1.515,1.515,1.515,460
14:31,1.515,1.515,1.515,1.515,100
15:45,1.515,1.515,1.515,1.515,503
15:55,1.505,1.505,1.505,1.505,1295
15:59,1.5,1.5,1.5,1.5,100
