time,open,high,low,close,volume
09:30,10.63,10.96,10.46,10.46,43889
09:31,10.44,10.44,10.2789,10.33,28909
09:32,10.2572,10.356,10.025,10.025,19103
09:33,10,10.02,9.88,9.98,20915
09:34,10.02,10.21,10.009,10.12,12815
09:35,10.17,10.17,9.97,10.0499,7323
09:36,10.0148,10.12,10,10.0137,8722
09:37,10.01,10.02,9.96,9.965,10519
09:38,9.86,9.86,9.76,9.7765,2105
09:39,9.78,9.8663,9.7761,9.7761,3206
09:40,9.8116,9.92,9.8116,9.8886,17159
09:41,9.9,9.9,9.7731,9.7731,6908
09:42,9.93,10,9.93,9.99,6896
09:43,9.96,9.9771,9.81,9.825,3510
09:44,9.8498,9.85,9.8216,9.85,7222
09:45,9.84,9.84,9.79,9.79,5707
09:46,9.91,9.91,9.9087,9.9087,683
09:47,9.85,9.85,9.85,9.85,2018
09:48,9.77,9.82,9.75,9.75,9733
09:49,9.78,9.78,9.7335,9.7535,1180
09:50,9.8,9.9,9.77,9.9,5068
09:51,9.98,10,9.96,9.96,1315
09:52,9.93,9.99,9.93,9.98,2070
09:53,10,10,9.98,10,3175
09:54,10,10.02,9.985,9.99,11513
09:55,9.941,9.941,9.941,9.941,716
09:56,9.9,10.01,9.9,10.01,1660
09:57,9.985,10.01,9.985,10,1349
09:59,9.98,9.98,9.96,9.96,592
10:00,9.96,10.01,9.96,10.01,1761
10:01,10,10,9.96,10,800
10:02,9.95,9.95,9.9101,9.92,5315
10:03,9.87,9.91,9.87,9.91,736
10:04,9.91,9.92,9.86,9.895,11456
10:05,9.9,9.9,9.88,9.88,1150
10:06,9.86,9.86,9.79,9.8,2271
10:09,9.86,9.86,9.84,9.84,500
10:11,9.97,10,9.9,9.9,6065
10:12,9.95,9.95,9.95,9.95,100
10:13,10,10.15,10,10.11,10995
10:14,10.1293,10.14,10.12,10.1395,2188
10:15,10.1,10.1,10.1,10.1,223
10:16,10.0952,10.13,10.0952,10.12,519
10:17,10.16,10.16,10.16,10.16,1105
10:18,10.18,10.18,10.145,10.1571,10700
10:19,10.13,10.14,10.12,10.12,1000
10:20,10,10.0299,10,10,11822
10:21,9.997,10.03,9.97,10.02,12314
10:22,10.0041,10.03,9.96,9.962,9629
10:23,10.0096,10.0096,9.99,9.99,604
10:24,10.039,10.039,10.039,10.039,219
10:25,10,10.025,10,10.02,465
10:26,10.0612,10.0612,10.0612,10.0612,103
10:27,10.1,10.119,10.1,10.1103,552
10:30,10.15,10.15,10.15,10.15,502
10:31,10.145,10.145,10.14,10.14,349
10:32,10.115,10.13,10.0984,10.12,1504
10:33,10.12,10.12,10.085,10.0885,1460
10:34,10.09,10.09,10.06,10.06,617
10:35,10.04,10.0699,9.99,9.99,879
10:36,10.02,10.02,10.02,10.02,210
10:37,9.95,9.95,9.95,9.95,150
10:38,9.98,9.98,9.98,9.98,100
