symbol,title,score,base,boost_flags,source,published_utc
BLDE,Joby Stock Flies On Blade Deal And Military Edge In Race To The Future,0,0,,polygon,2025-08-04T15:41:49Z
GYRO,"GYRODYNE, LLC ANNOUNCES AGREEMENT TO SELL 49-ACRE PARCEL IN SMITHTOWN, NEW YORK AS PART OF STRATEGIC LIQUIDATION PLAN",0,0,,polygon,2025-08-04T16:46:00Z
BTAI,Neuroendocrine Prostate Cancer Market Forecast Shows Accelerated CAGR Due to Diagnostic Advancements and Research Investment | DelveInsight,0,0,,polygon,2025-08-04T17:00:00Z
BCRX,BioCryst (BCRX) Q2 Revenue Jumps 50%,3,2,posverb_pct>=20.0,polygon,2025-08-04T11:24:19Z
TMC,Why TMC The Metals Company Stock Plummeted Last Week,0,0,,polygon,2025-08-04T11:16:49Z
TMCWW,Why TMC The Metals Company Stock Plummeted Last Week,0,0,,polygon,2025-08-04T11:16:49Z
