symbol,title,score,base,boost_flags,source,published_utc
BTAI,BioXcel Therapeutics Announces Positive FDA Pre-sNDA Meeting Comments for sNDA Submission for BXCL501 in Agitation Associated with Bipolar Disorders or Schizophrenia,0,0,,polygon,2025-08-18T11:00:00Z
GDRX,"Ozempic And Wegovy Now Available Through GoodRx At Reduced Self-Pay Price, Stock Skyrockets",0,0,,polygon,2025-08-18T15:36:11Z
SHCO,SHCO Investors Have the Opportunity to Join Investigation of Soho House & Co Inc. with the Schall Law Firm,0,0,,polygon,2025-08-18T13:40:00Z
WULF,TeraWulf Inc. Announces Upsize and Pricing of $850 Million Convertible Notes Offering,0,0,,polygon,2025-08-18T23:01:00Z
