date,scenario,trades,wins,losses,winrate_pct,pnl
2025-08-01,B,0,0,0,0.0,0.0
2025-08-04,B,0,0,0,0.0,0.0
2025-08-05,B,0,0,0,0.0,0.0
2025-08-06,B,0,0,0,0.0,0.0
2025-08-07,B,0,0,0,0.0,0.0
2025-08-08,B,0,0,0,0.0,0.0
