symbol,title,score,base,boost_flags,source,published_utc
FLYW,"ROSEN, A TOP RANKED LAW FIRM, Encourages Flywire Corporation Investors to Secure Counsel Before Important Deadline in Securities Class Action – FLYW",1,0,semantic,polygon,2025-08-05T22:16:00Z
EHTH,eHealth (EHTH) Q2 Revenue Tops by 32%,3,2,semantic,polygon,2025-08-06T20:06:15Z
ZETA,Zeta Global (ZETA) Q2 Revenue Jumps 35%,3,2,posverb_pct>=20.0,polygon,2025-08-06T01:02:04Z
JELD,Jeld-wen (JELD) Q2 Revenue Falls 17%,2,2,,polygon,2025-08-06T06:30:38Z
CRCT,Cricut (CRCT) Q2 Revenue Jumps 2%,2,2,,polygon,2025-08-06T06:13:55Z
FTRE,Fortrea (FTRE) Q2 Revenue Jumps 7%,2,2,,polygon,2025-08-06T21:21:23Z
ADPT,Why Adaptive Biotechnologies Stock Popped by Almost 6% on Wednesday,0,0,,polygon,2025-08-06T23:01:00Z
BDSX,Biodesix to Present at the Canaccord Genuity 45th Annual Growth Conference,0,0,,polygon,2025-08-05T10:00:00Z
ARDT,Ardent Health (ARDT) Q2 EPS Jumps 126%,3,2,posverb_pct>=20.0,polygon,2025-08-06T20:28:36Z
